Barcode	Brand	Wheel Name	Model	Retail price	Export price	Stock	Photo	Features	PCD	PCD2	INCH	ET Value	J Value	HUB size	Color	Production Type	Max Load	Rim Weight	Holes1	Holes2
2000000013565	Forzza	Ratlankis Forzza Reiven 8X18 5X112 ET35 66,45 gun/lm	Reiven	215.00	165.00	1	http://4ratis.lt/customer_xml/Photos/forzza_reiven_gun_lip_machined_1000.jpg	fr18512	112.00	0.00	18	35	8.0	66.45	Gun/Lip Machined	Casting	690.0000	10.9000	5	0
2000000013572	Forzza	Ratlankis Forzza Reiven 8X18 5X120 ET33 72,56 gun/lm	Reiven	215.00	165.00	1	http://4ratis.lt/customer_xml/Photos/forzza_reiven_gun_lip_machined_1000.jpg	fr18520	120.00	0.00	18	33	8.0	72.56	Gun/Lip Machined	Casting	690.0000	10.9000	5	0
00000017012577	Forzza	Ratlankis Forzza Aktia 5,5X14 4X100 ET40 73,1 BFM	Aktia	88.00	76.00	1	http://4ratis.lt/customer_xml/Photos/forzza_aktia_bfm_1000.jpg	fr14400	100.00	0.00	14	40	5.5	73.10	Black Face Machined	Casting	560.0000	7.5000	4	0
00000017031837	Forzza	Ratlankis Forzza Gravity 8X18 5X112 ET42 66,56 Black	gravity	239.00	186.00	79	http://4ratis.lt/customer_xml/Photos/forzza_gravity_iv23145_8x18_black.jpg	fr18512	112.00	0.00	18	42	8.0	66.56	Black	Flow Forming	900.0000	11.1000	5	0
00000017031844	Forzza	Ratlankis Forzza Gravity 8X18 5X114,3 ET42 73,1 Black	gravity	239.00	186.00	11	http://4ratis.lt/customer_xml/Photos/forzza_gravity_iv23145_8x18_black.jpg	fr18514	114.30	0.00	18	42	8.0	73.10	Black	Flow Forming	900.0000	11.1000	5	0
00000017036238	Forzza	Ratlankis Forzza Gravity 8X18 5X120 ET35 72,56 Black	gravity	239.00	186.00	52	http://4ratis.lt/customer_xml/Photos/forzza_gravity_iv23145_8x18_black.jpg	fr18520	114.30	0.00	18	35	8.0	72.56	Black	Flow Forming	900.0000	11.1000	5	0
00000017041270	Forzza	Ratlankis Forzza Gravity 8,5X19 5X108 ET45 67,1 Bronze Brushed + Bronze Clear Coat	gravity	344.00	270.00	36	http://4ratis.lt/customer_xml/Photos/forzza_gravity_8_5x20_bronze_1000.jpg	fr19508	108.00	0.00	19	45	8.5	67.10	Bronze Brushed + Bronze Clear Coat	Flow Forming	900.0000	11.9800	5	0
00000017028509	Forzza	Ratlankis Forzza Gravity 8,5X19 5X112 ET25 66,56 Black	gravity	292.00	228.00	51	http://4ratis.lt/customer_xml/Photos/forzza_gravity_8_5x19_black_1000.jpg	fr19512	112.00	0.00	19	25	8.5	66.56	Black	Flow Forming	900.0000	11.9800	5	0
00000017028530	Forzza	Ratlankis Forzza Gravity 8,5X19 5X114,3 ET42 73,1 Black	gravity	292.00	228.00	12	http://4ratis.lt/customer_xml/Photos/forzza_gravity_8_5x19_black_1000.jpg	fr19514	114.30	0.00	19	42	8.5	73.10	Black	Flow Forming	900.0000	11.0000	5	0
00000017028554	Forzza	Ratlankis Forzza Gravity 8,5X19 5X120 ET32 72,56 Black	gravity	292.00	228.00	105	http://4ratis.lt/customer_xml/Photos/forzza_gravity_8_5x19_black_1000.jpg	fr19520	120.00	0.00	19	32	8.5	72.56	Black	Flow Forming	900.0000	10.8000	5	0
00000017037105	Forzza	Ratlankis Forzza Gravity 9X20 5X108 ET45 67,10 Black	gravity	355.00	270.00	60	http://4ratis.lt/customer_xml/Photos/forzza_gravity_8_5x20_black_1000.jpg	fr20508	108.00	0.00	20	45	9.0	67.10	Black	Flow Forming	900.0000	11.9000	5	0
00000017028578	Forzza	Ratlankis Forzza Gravity 8,5X20 5X112 ET25 66,56 Bronze Brushed + Bronze Clear Coat	gravity	390.00	295.00	58	http://4ratis.lt/customer_xml/Photos/forzza_gravity_8_5x20_bronze_1000.jpg	fr20512	112.00	0.00	20	25	8.5	66.56	Bronze Brushed + Bronze Clear Coat	Flow Forming	900.0000	11.9800	5	0
00000017031912	Forzza	Ratlankis Forzza Gravity 8,5X20 5X120 ET30 72,56 Black	gravity	355.00	270.00	6	http://4ratis.lt/customer_xml/Photos/forzza_gravity_8_5x20_black_1000.jpg	fr20520	120.00	0.00	20	30	8.5	72.56	Black	Flow Forming	900.0000	11.9800	5	0
00000017028639	Forzza	Ratlankis Forzza Gravity 9X21 5X112 ET25 66,56 Black	gravity	440.00	334.00	17	http://4ratis.lt/customer_xml/Photos/forzza_gravity_9x21_black_1000.jpg	fr21512	112.00	0.00	21	25	9.0	66.56	Black	Flow Forming	900.0000	14.2000	5	0
00000017036221	Forzza	Ratlankis Forzza Gravity 8X18 5X112 ET42 66,56 Satin Grey	gravity	239.00	186.00	4	http://4ratis.lt/customer_xml/Photos/forzza_gravity_iv23145_8_5x19_satin_grey.jpg	fr18512	112.00	0.00	18	42	8.0	66.56	Satin Grey	Flow Forming	900.0000	11.1000	5	0
00000017041287	Forzza	Ratlankis Forzza Gravity 8,5X19 5X108 ET45 67,1 Black	gravity	292.00	228.00	55	http://4ratis.lt/customer_xml/Photos/forzza_gravity_black_lighter.jpg	fr19508	108.00	0.00	19	45	8.5	67.10	Black	Flow Forming	900.0000	11.9800	5	0
00000017028493	Forzza	Ratlankis Forzza Gravity 8,5X19 5X112 ET35 66,56 Black	gravity	292.00	228.00	24	http://4ratis.lt/customer_xml/Photos/forzza_gravity_8_5x19_black_1000.jpg	fr19512	112.00	0.00	19	35	8.5	66.56	Black	Flow Forming	900.0000	12.1000	5	0
00000017028547	Forzza	Ratlankis Forzza Gravity 9,5X19 5X114,3 ET40 73,1 Black	gravity	292.00	228.00	16	http://4ratis.lt/customer_xml/Photos/forzza_gravity_9_5x19_black_1000.jpg	fr19514	114.30	0.00	19	40	9.5	73.10	Black	Flow Forming	900.0000	10.0000	5	0
00000017028561	Forzza	Ratlankis Forzza Gravity 9,5X19 5X120 ET38 72,56 Black	gravity	292.00	228.00	64	http://4ratis.lt/customer_xml/Photos/forzza_gravity_9_5x19_black_1000.jpg	fr19520	120.00	0.00	19	38	9.5	72.56	Black	Flow Forming	900.0000	9.0000	5	0
00000017028585	Forzza	Ratlankis Forzza Gravity 10X20 5X112 ET40 66,56 Bronze Brushed + Bronze Clear Coat	gravity	390.00	295.00	40	http://4ratis.lt/customer_xml/Photos/forzza_gravity_10x20_bronze_1000.jpg	fr20512	112.00	0.00	20	40	10.0	66.56	Bronze Brushed + Bronze Clear Coat	Flow Forming	900.0000	11.9000	5	0
00000017028646	Forzza	Ratlankis Forzza Gravity 10,5X21 5X112 ET40 66,56 Black	gravity	440.00	334.00	54	http://4ratis.lt/customer_xml/Photos/forzza_gravity_10_5x21_black_1000.jpg	fr21512	112.00	0.00	21	40	10.5	66.56	Black	Flow Forming	900.0000	13.6000	5	0
00000017028516	Forzza	Ratlankis Forzza Gravity 8,5X19 5X112 ET45 66,56 Black	gravity	292.00	228.00	67	http://4ratis.lt/customer_xml/Photos/forzza_gravity_8_5x19_black_1000.jpg	fr19512	112.00	0.00	19	45	8.5	66.56	Black	Flow Forming	900.0000	15.2900	5	0
00000017028592	Forzza	Ratlankis Forzza Gravity 8,5X20 5X112 ET25 66,56 Black	gravity	355.00	270.00	4	http://4ratis.lt/customer_xml/Photos/forzza_gravity_8_5x20_black_1000.jpg	fr20512	112.00	0.00	20	25	8.5	66.56	Black	Flow Forming	900.0000	11.9800	5	0
00000017028615	Forzza	Ratlankis Forzza Gravity 10X20 5X120 ET40 74,1 Black	gravity	355.00	270.00	29	http://4ratis.lt/customer_xml/Photos/forzza_gravity_11x20_black_1000.jpg	fr20520	120.00	0.00	20	40	10.0	74.10	Black	Flow Forming	900.0000	12.1500	5	0
00000017031929	Forzza	Ratlankis Forzza Gravity 9X21 5X112 ET25 66,56 Bronze Brushed + Bronze Clear Coat	gravity	466.00	365.00	54	http://4ratis.lt/customer_xml/Photos/forzza_gravity_iv23145_9x21_brushed_bronze.jpg	fr21512	112.00	0.00	21	25	9.0	66.56	Bronze Brushed + Bronze Clear Coat	Flow Forming	900.0000	14.2000	5	0
00000017028523	Forzza	Ratlankis Forzza Gravity 9,5X19 5X112 ET40 66,56 Black	gravity	292.00	228.00	56	http://4ratis.lt/customer_xml/Photos/forzza_gravity_9_5x19_black_1000.jpg	fr19512	112.00	0.00	19	40	9.5	66.56	Black	Flow Forming	900.0000	11.1000	5	0
00000017028622	Forzza	Ratlankis Forzza Gravity 11X20 5X120 ET37 74,1 Black	gravity	355.00	270.00	40	http://4ratis.lt/customer_xml/Photos/forzza_gravity_11x20_black_1000.jpg	fr20520	120.00	0.00	20	37	11.0	74.10	Black	Flow Forming	900.0000	12.9000	5	0
00000017031936	Forzza	Ratlankis Forzza Gravity 10,5X21 5X112 ET40 66,56 Bronze Brushed + Bronze Clear Coat	gravity	466.00	365.00	46	http://4ratis.lt/customer_xml/Photos/forzza_gravity_iv23145_10_5x21_brushed_bronze.jpg	fr21512	112.00	0.00	21	40	10.5	66.56	Bronze Brushed + Bronze Clear Coat	Flow Forming	900.0000	13.6000	5	0
00000017031851	Forzza	Ratlankis Forzza Gravity 8,5X19 5X112 ET45 66,56 BFM + Black Clear Coat	gravity	292.00	228.00	80	http://4ratis.lt/customer_xml/Photos/forzza_gravity_iv23145_8_5x19_bfm_black_clear_coat.jpg	fr19512	112.00	0.00	19	45	8.5	66.56	BFM + Black Clear Coat	Flow Forming	900.0000	15.2900	5	0
00000017031868	Forzza	Ratlankis Forzza Gravity 8,5X20 5X112 ET35 66,56 Bronze Brushed + Bronze Clear Coat	gravity	390.00	295.00	1	http://4ratis.lt/customer_xml/Photos/forzza_gravity_8_5x20_bronze_1000.jpg	fr20512	112.00	0.00	20	35	8.5	66.56	Bronze Brushed + Bronze Clear Coat	Flow Forming	900.0000	11.9800	5	0
00000017031943	Forzza	Ratlankis Forzza Gravity 9X21 5X112 ET35 66,56 Black	gravity	440.00	334.00	22	http://4ratis.lt/customer_xml/Photos/forzza_gravity_9x21_black_1000.jpg	fr21512	112.00	0.00	21	35	9.0	66.56	Black	Flow Forming	900.0000	14.2000	5	0
00000017036245	Forzza	Ratlankis Forzza Gravity 8,5X19 5X112 ET35 66,56 Satin Grey	gravity	292.00	228.00	16	http://4ratis.lt/customer_xml/Photos/forzza_gravity_iv23145_8_5x19_satin_grey.jpg	fr19512	112.00	0.00	19	35	8.5	66.56	Satin Grey	Flow Forming	900.0000	11.1000	5	0
00000017031875	Forzza	Ratlankis Forzza Gravity 8,5X20 5X112 ET25 66,56 BFM + Black Clear Coat	gravity	355.00	270.00	36	http://4ratis.lt/customer_xml/Photos/forzza_gravity_iv23145_8_5x20_bfm_black_clear_coat.jpg	fr20512	112.00	0.00	20	25	8.5	66.56	BFM + Black Clear Coat	Flow Forming	900.0000	11.9800	5	0
00000017036252	Forzza	Ratlankis Forzza Gravity 8,5X19 5X112 ET45 66,56 Satin Grey	gravity	292.00	228.00	20	http://4ratis.lt/customer_xml/Photos/forzza_gravity_iv23145_8_5x19_satin_grey.jpg	fr19512	112.00	0.00	19	45	8.5	66.56	Satin Grey	Flow Forming	900.0000	9.6000	5	0
00000017031882	Forzza	Ratlankis Forzza Gravity 8,5X20 5X112 ET35 66,56 BFM + Black Clear Coat	gravity	355.00	270.00	56	http://4ratis.lt/customer_xml/Photos/forzza_gravity_iv23145_8_5x20_bfm_black_clear_coat.jpg	fr20512	112.00	0.00	20	35	8.5	66.56	BFM + Black Clear Coat	Flow Forming	900.0000	11.9800	5	0
00000017031899	Forzza	Ratlankis Forzza Gravity 10X20 5X112 ET40 66,56 BFM + Black Clear Coat	gravity	355.00	270.00	38	http://4ratis.lt/customer_xml/Photos/forzza_gravity_iv23145_10x20_bfm_black_clear_coat.jpg	fr20512	112.00	0.00	20	40	10.0	66.56	BFM + Black Clear Coat	Flow Forming	900.0000	11.9000	5	0
00000017031905	Forzza	Ratlankis Forzza Gravity 9X20 5X112 ET35 66,56 Black	gravity	355.00	270.00	56	http://4ratis.lt/customer_xml/Photos/forzza_gravity_8_5x20_black_1000.jpg	fr20512	112.00	0.00	20	35	9.0	66.56	Black	Flow Forming	900.0000	11.9000	5	0
00000017037099	Forzza	Ratlankis Forzza Gravity 8,5X19 5X112 ET35 66,56 BFM + Black Clear Coat	gravity	292.00	228.00	28	http://4ratis.lt/customer_xml/Photos/forzza_gravity_iv23145_8_5x19_bfm_black_clear_coat.jpg	fr19512	112.00	0.00	19	35	8.5	66.56	BFM + Black Clear Coat	Flow Forming	900.0000	14.2800	5	0
00000017036269	Forzza	Ratlankis Forzza Gravity 8,5X20 5X112 ET25 66,56 Satin Grey	gravity	355.00	270.00	30	http://4ratis.lt/customer_xml/Photos/forzza_gravity_iv23145_8_5x20_satin_grey.jpg	fr20512	112.00	0.00	20	25	8.5	66.56	Satin Grey	Flow Forming	900.0000	11.9000	5	0
00000017036276	Forzza	Ratlankis Forzza Gravity 10X20 5X112 ET40 66,56 Satin Grey	gravity	355.00	270.00	25	http://4ratis.lt/customer_xml/Photos/forzza_gravity_iv23145_10x20_satin_grey.jpg	fr20512	112.00	0.00	20	40	10.0	66.56	Satin Grey	Flow Forming	900.0000	11.9000	5	0
00000017040341	Forzza	Ratlankis Forzza Vega 8X19 5X112 ET42 66,45 Gloss Black	Vega	292.00	228.00	76	http://4ratis.lt/customer_xml/Photos/forzza_vega_9x19_iv23146_gloss_black.jpg	fr19512	112.00	0.00	19	42	8.0	66.45	Gloss Black		900.0000	11.2000	5	0
00000017040396	Forzza	Ratlankis Forzza Vega 9X20 5X112 ET35 66,45 Gloss Black	Vega	355.00	270.00	68	http://4ratis.lt/customer_xml/Photos/forzza_vega_9x20_iv23146_gloss_black.jpg	fr20512	112.00	0.00	20	35	9.0	66.45	Gloss Black		900.0000	12.3000	5	0
00000017040358	Forzza	Ratlankis Forzza Vega 8X19 5X112 ET35 66,45 Gloss Black	Vega	292.00	228.00	72	http://4ratis.lt/customer_xml/Photos/forzza_vega_9x19_iv23146_gloss_black.jpg	fr19512	112.00	0.00	19	35	8.0	66.45	Gloss Black		900.0000	11.2000	5	0
00000017040402	Forzza	Ratlankis Forzza Vega 8,5X20 5X112 ET25 66,45 Gloss Black	Vega	355.00	270.00	60	http://4ratis.lt/customer_xml/Photos/forzza_vega_9x20_iv23146_gloss_black.jpg	fr20512	112.00	0.00	20	25	8.5	66.45	Gloss Black		900.0000	12.3000	5	0
00000017040372	Forzza	Ratlankis Forzza Vega 8X19 5X112 ET25 66,45 Gloss Black	Vega	292.00	228.00	58	http://4ratis.lt/customer_xml/Photos/forzza_vega_9x19_iv23146_gloss_black.jpg	fr19512	112.00	0.00	19	25	8.0	66.45	Gloss Black		900.0000	11.2000	5	0
00000017040419	Forzza	Ratlankis Forzza Vega 10X20 5X112 ET38 66,45 Gloss Black	Vega	355.00	270.00	58	http://4ratis.lt/customer_xml/Photos/forzza_vega_10x20_iv23146_gloss_black.jpg	fr20512	112.00	0.00	20	38	10.0	66.45	Gloss Black		900.0000	12.3000	5	0
00000017040389	Forzza	Ratlankis Forzza Vega 9X19 5X112 ET40 66,45 Gloss Black	Vega	292.00	228.00	62	http://4ratis.lt/customer_xml/Photos/forzza_vega_9x19_iv23146_gloss_black.jpg	fr19512	112.00	0.00	19	40	9.0	66.45	Gloss Black		900.0000	11.8000	5	0
00000017040464	Forzza	Ratlankis Forzza Vega 9X20 5X112 ET35 66,45 Bronze Tint	Vega	390.00	295.00	38	http://4ratis.lt/customer_xml/Photos/forzza_vega_9x20_iv23146_bronze_tint.jpg	fr20512	112.00	0.00	20	35	9.0	66.45	Bronze Tint		900.0000	12.3000	5	0
00000017040426	Forzza	Ratlankis Forzza Vega 8X19 5X112 ET42 66,45 Bronze Tint	Vega	344.00	270.00	66	http://4ratis.lt/customer_xml/Photos/forzza_vega_8x19_iv23146_bronze_tint.jpg	fr19512	112.00	0.00	19	42	8.0	66.45	Bronze Tint		900.0000	11.2000	5	0
00000017040471	Forzza	Ratlankis Forzza Vega 8,5X20 5X112 ET25 66,45 Bronze Tint	Vega	390.00	295.00	66	http://4ratis.lt/customer_xml/Photos/forzza_vega_9x20_iv23146_bronze_tint.jpg	fr20512	112.00	0.00	20	25	8.5	66.45	Bronze Tint		900.0000	12.3000	5	0
00000017040433	Forzza	Ratlankis Forzza Vega 8X19 5X112 ET35 66,45 Bronze Tint	Vega	344.00	270.00	80	http://4ratis.lt/customer_xml/Photos/forzza_vega_8x19_iv23146_bronze_tint.jpg	fr19512	112.00	0.00	19	35	8.0	66.45	Bronze Tint		900.0000	11.2000	5	0
00000017040488	Forzza	Ratlankis Forzza Vega 10X20 5X112 ET38 66,45 Bronze Tint	Vega	390.00	295.00	55	http://4ratis.lt/customer_xml/Photos/forzza_vega_10x20_iv23146_bronze_tint.jpg	fr20512	112.00	0.00	20	38	10.0	66.45	Bronze Tint		900.0000	12.3000	5	0
00000017040440	Forzza	Ratlankis Forzza Vega 8X19 5X112 ET25 66,45 Bronze Tint	Vega	344.00	270.00	54	http://4ratis.lt/customer_xml/Photos/forzza_vega_8x19_iv23146_bronze_tint.jpg	fr19512	112.00	0.00	19	25	8.0	66.45	Bronze Tint		900.0000	11.2000	5	0
00000017040457	Forzza	Ratlankis Forzza Vega 9X19 5X112 ET40 66,45 Bronze Tint	Vega	344.00	270.00	55	http://4ratis.lt/customer_xml/Photos/forzza_vega_iv23146_9x19_bronze_tint.jpg	fr19512	112.00	0.00	19	40	9.0	66.45	Bronze Tint		900.0000	11.8000	5	0
00000017040495	Forzza	Ratlankis Forzza Sirius 8X19 5X112 ET42 66,45 Gloss Black	Sirius	292.00	228.00	44	http://4ratis.lt/customer_xml/Photos/forzza_sirius_iv23147_8x19_gloss_black.jpg	fr19512	112.00	0.00	19	42	8.0	66.45	Gloss Black		900.0000	11.7000	5	0
00000017040532	Forzza	Ratlankis Forzza Sirius 8,5X20 5X112 ET35 66,45 Gloss Black	Sirius	355.00	270.00	68	http://4ratis.lt/customer_xml/Photos/forzza_sirius_8_5x20_iv23147_gloss_black2.jpg	fr20512	112.00	0.00	20	35	8.5	66.45	Gloss Black		900.0000	.0000	5	0
00000017040501	Forzza	Ratlankis Forzza Sirius 8X19 5X112 ET35 66,45 Gloss Black	Sirius	292.00	228.00	72	http://4ratis.lt/customer_xml/Photos/forzza_sirius_iv23147_8x19_gloss_black.jpg	fr19512	112.00	0.00	19	35	8.0	66.45	Gloss Black		900.0000	11.8000	5	0
00000017040549	Forzza	Ratlankis Forzza Sirius 8,5X20 5X112 ET25 66,45 Gloss Black	Sirius	355.00	270.00	24	http://4ratis.lt/customer_xml/Photos/forzza_sirius_8_5x20_iv23147_gloss_black2.jpg	fr20512	112.00	0.00	20	25	8.5	66.45	Gloss Black		900.0000	.0000	5	0
00000017040518	Forzza	Ratlankis Forzza Sirius 8X19 5X112 ET25 66,45 Gloss Black	Sirius	292.00	228.00	64	http://4ratis.lt/customer_xml/Photos/forzza_sirius_iv23147_8x19_gloss_black.jpg	fr19512	112.00	0.00	19	25	8.0	66.45	Gloss Black		900.0000	.0000	5	0
00000017040556	Forzza	Ratlankis Forzza Sirius 10X20 5X112 ET38 66,45 Gloss Black	Sirius	355.00	270.00	51	http://4ratis.lt/customer_xml/Photos/forzza_sirius_10x20_iv23147_gloss_black2.jpg	fr20512	112.00	0.00	20	38	10.0	66.45	Gloss Black		900.0000	.0000	5	0
00000017040525	Forzza	Ratlankis Forzza Sirius 9X19 5X112 ET40 66,45 Gloss Black	Sirius	292.00	228.00	72	http://4ratis.lt/customer_xml/Photos/forzza_sirius_9x19_iv23147_gloss_black2.jpg	fr19512	112.00	0.00	19	40	9.0	66.45	Gloss Black		900.0000	.0000	5	0
00000017013208	Forzza	Ratlankis Forzza Kyoto 8,5X18 5X114,3 ET42 73,1 Satin Gunmetal	Kyoto	228.00	175.00	3	http://4ratis.lt/customer_xml/Photos/forzza_kyoto_satin_gunmetal_1000.jpg	fr18514	114.30	0.00	18	42	8.5	73.10	Satin Gunmetal	Flow Forming	690.0000	9.0000	5	0
00000017030571	Forzza	Ratlankis Forzza Storm 8,5X19 5X112 ET25 66,45 Black Magic Lip Polished	Storm	264.00	201.00	36	http://4ratis.lt/customer_xml/Photos/forzza_storm_yu1153_8_5x19_black_magic_lm.jpg	fr19512	112.00	0.00	19	25	8.5	66.45	Black Magic Lip Polished	Flow Forming	820.0000	11.0000	5	0
00000017030625	Forzza	Ratlankis Forzza Storm 8,5X19 5X120 ET30 72,56 Black Magic Lip Polished	Storm	264.00	201.00	8	http://4ratis.lt/customer_xml/Photos/forzza_storm_yu1153_8_5x19_black_magic_lm.jpg	fr19520	120.00	0.00	19	30	8.5	72.56	Black Magic Lip Polished	Flow Forming	820.0000	11.0000	5	0
00000017030557	Forzza	Ratlankis Forzza Storm 9X20 5X112 ET25 66,45 Black Magic Lip Polished	Storm	317.00	233.00	12	http://4ratis.lt/customer_xml/Photos/forzza_storm_yu1153_9x20_black_magic_lm.jpg	fr20512	112.00	0.00	20	25	9.0	66.45	Black Magic Lip Polished	Flow Forming	820.0000	12.6000	5	0
00000017030601	Forzza	Ratlankis Forzza Storm 9X20 5X120 ET30 72,56 Black Magic Lip Polished	Storm	317.00	233.00	9	http://4ratis.lt/customer_xml/Photos/forzza_storm_yu1153_9x20_black_magic_lm.jpg	fr20520	120.00	0.00	20	30	9.0	72.56	Black Magic Lip Polished	Flow Forming	820.0000	12.1500	5	0
00000017030588	Forzza	Ratlankis Forzza Storm 8,5X19 5X112 ET35 66,45 Black Magic Lip Polished	Storm	264.00	201.00	6	http://4ratis.lt/customer_xml/Photos/forzza_storm_yu1153_8_5x19_black_magic_lm.jpg	fr19512	112.00	0.00	19	35	8.5	66.45	Black Magic Lip Polished	Flow Forming	820.0000	11.6000	5	0
00000017030632	Forzza	Ratlankis Forzza Storm 9,5X19 5X120 ET38 72,56 Black Magic Lip Polished	Storm	264.00	201.00	4	http://4ratis.lt/customer_xml/Photos/forzza_storm_yu1153_9_5x19_black_magic_lm.jpg	fr19520	120.00	0.00	19	38	9.5	72.56	Black Magic Lip Polished	Flow Forming	820.0000	11.1000	5	0
00000017030564	Forzza	Ratlankis Forzza Storm 10,5X20 5X112 ET40  66,45 Black Magic Lip Polished	Storm	317.00	233.00	11	http://4ratis.lt/customer_xml/Photos/forzza_storm_yu1153_10_5x20_black_magic_lm.jpg	fr20512	112.00	0.00	20	40	10.5	66.45	Black Magic Lip Polished	Flow Forming	820.0000	12.5000	5	0
00000017030618	Forzza	Ratlankis Forzza Storm 10,5X20 5X120 ET38 72,56 Black Magic Lip Polished	Storm	317.00	233.00	9	http://4ratis.lt/customer_xml/Photos/forzza_storm_yu1153_10_5x20_black_magic_lm.jpg	fr20520	120.00	0.00	20	38	10.5	72.56	Black Magic Lip Polished	Flow Forming	820.0000	11.9000	5	0
00000017030595	Forzza	Ratlankis Forzza Storm 9,5X19 5X112 ET40 66,45 Black Magic Lip Polished	Storm	292.00	201.00	8	http://4ratis.lt/customer_xml/Photos/forzza_storm_yu1153_9_5x19_black_magic_lm.jpg	fr19512	112.00	0.00	19	40	9.5	66.45	Black Magic Lip Polished	Flow Forming	820.0000	11.1000	5	0
00000017030502	Forzza	Ratlankis Forzza Urban 8,5X19 5X114,3 ET40 64,15 Satin Black / Max Load 815 kg	Urban	264.00	201.00	16	http://4ratis.lt/customer_xml/Photos/forzza_urban_yu1449_8_5x20_satin_black.jpg	fr19514	114.30	0.00	19	40	8.5	64.15	Satin Black	Flow Forming	815.0000	11.6000	5	0
00000017030526	Forzza	Ratlankis Forzza Urban 9,5X20 5X114,3 ET45 64,15 Satin Black / Max Load 850 kg	Urban	240.00	180.00	1	http://4ratis.lt/customer_xml/Photos/forzza_urban_yu1449_9_5x20x_satin_black.jpg	fr20514	114.30	0.00	20	45	9.5	64.15	Satin Black	Flow Forming	850.0000	11.6000	5	0
00000017027946	Forzza	Ratlankis Forzza Spectrum 8X18 5X112 ET42 66,45 Black Magic	Spectrum	228.00	175.00	41	http://4ratis.lt/customer_xml/Photos/forzza_spectrum_19x8_5_black_magic_2_1000.jpg	fr18512	112.00	0.00	18	42	8.0	66.45	Black Magic	Flow Forming	.0000	9.6000	5	0
00000017027960	Forzza	Ratlankis Forzza Spectrum 8X18 5X114,3 ET42 73,1 Black Magic	Spectrum	228.00	175.00	18	http://4ratis.lt/customer_xml/Photos/forzza_spectrum_19x8_5_black_magic_2_1000.jpg	fr18514	114.30	0.00	18	42	8.0	73.10	Black Magic	Flow Forming	.0000	9.6000	5	0
00000017027977	Forzza	Ratlankis Forzza Spectrum 8,5X19 5X112 ET42 66,45 Black Magic	Spectrum	264.00	201.00	7	http://4ratis.lt/customer_xml/Photos/forzza_spectrum_19x8_5_black_magic_2_1000.jpg	fr19512	112.00	0.00	19	42	8.5	66.45	Black Magic	Flow Forming	815.0000	11.5000	5	0
00000017028011	Forzza	Ratlankis Forzza Spectrum 8,5X19 5X114,3 ET42 73,1 Black Magic	Spectrum	264.00	201.00	48	http://4ratis.lt/customer_xml/Photos/forzza_spectrum_19x8_5_black_magic_2_1000.jpg	fr19514	114.30	0.00	19	42	8.5	73.10	Black Magic	Flow Forming	815.0000	11.0000	5	0
00000017028240	Forzza	Ratlankis Forzza Spectrum 8,5X19 5X120 ET32 72,56 BFM + Black Clear Coat	Spectrum	264.00	201.00	28	http://4ratis.lt/customer_xml/Photos/forzza_spectrum_20x9_bfm_black_clear_coat_2_1000.jpg	fr19520	120.00	0.00	19	32	8.5	72.56	BFM + Black Clear Coat	Flow Forming	815.0000	10.8000	5	0
00000017028042	Forzza	Ratlankis Forzza Spectrum 9X20 5X112 ET35 66,45 Black Magic	Spectrum	317.00	233.00	29	http://4ratis.lt/customer_xml/Photos/forzza_spectrum_20x9_black_magic_2_1000.jpg	fr20512	112.00	0.00	20	35	9.0	66.45	Black Magic	Flow Forming	815.0000	12.6000	5	0
00000017028028	Forzza	Ratlankis Forzza Spectrum 9X20 5X114,3 ET35 73,1 Black Magic	Spectrum	317.00	233.00	30	http://4ratis.lt/customer_xml/Photos/forzza_spectrum_20x9_black_magic_2_1000.jpg	fr20514	114.30	0.00	20	35	9.0	73.10	Black Magic	Flow Forming	815.0000	12.6000	5	0
00000017028073	Forzza	Ratlankis Forzza Spectrum 9X20 5X120 ET32 72,56 BFM+ Black Clear Coat	Spectrum	317.00	233.00	2	http://4ratis.lt/customer_xml/Photos/forzza_spectrum_20x9_bfm_black_clear_coat_2_1000.jpg	fr20520	120.00	0.00	20	32	9.0	72.56	BFM + Black Clear Coat	Flow Forming	815.0000	12.6000	5	0
00000017027953	Forzza	Ratlankis Forzza Spectrum 8X18 5X112 ET42 66,45 Black Magic Machined	Spectrum	228.00	175.00	24	http://4ratis.lt/customer_xml/Photos/forzza_spectrum_19x8_5_black_magic_machined_2_1000.jpg	fr18512	112.00	0.00	18	42	8.0	66.45	Black Magic Machined	Flow Forming	.0000	9.6000	5	0
00000017027984	Forzza	Ratlankis Forzza Spectrum 8,5X19 5X112 ET42 66,45 Black Magic Machined	Spectrum	264.00	201.00	35	http://4ratis.lt/customer_xml/Photos/forzza_spectrum_19x8_5_black_magic_machined_2_1000.jpg	fr19512	112.00	0.00	19	42	8.5	66.45	Black Magic Machined	Flow Forming	815.0000	11.0000	5	0
00000017028257	Forzza	Ratlankis Forzza Spectrum 9,5X19 5X120 ET38 72,56 BFM + Black Clear Coat	Spectrum	264.00	201.00	16	http://4ratis.lt/customer_xml/Photos/forzza_spectrum_20x9_bfm_black_clear_coat_2_1000.jpg	fr19520	120.00	0.00	19	38	9.5	72.56	BFM + Black Clear Coat	Flow Forming	815.0000	9.0000	5	0
